Log file open, 11/11/22 09:22:30
[2022.11.12-07.45.27:447][372]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:469][373]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:493][374]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:516][375]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:545][376]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:572][377]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:603][378]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:628][379]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:657][380]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:681][381]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:705][382]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:727][383]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:758][384]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:782][385]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:812][386]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:839][387]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:869][388]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:892][389]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:916][390]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:938][391]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:969][392]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.27:994][393]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:025][394]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:048][395]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:077][396]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:101][397]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:128][398]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:154][399]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:183][400]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:209][401]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:240][402]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:266][403]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:293][404]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:317][405]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:343][406]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:369][407]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:397][408]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:423][409]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:453][410]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:480][411]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:510][412]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:537][413]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:560][414]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:585][415]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:610][416]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:638][417]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:667][418]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:693][419]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:723][420]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:748][421]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:774][422]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:799][423]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:828][424]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:857][425]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:886][426]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:910][427]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:939][428]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:960][429]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.28:988][430]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:011][431]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:043][432]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:068][433]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:099][434]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:125][435]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:152][436]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:176][437]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:203][438]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:230][439]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:260][440]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:286][441]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:315][442]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:342][443]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:368][444]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:392][445]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:418][446]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:444][447]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:474][448]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:500][449]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:530][450]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:555][451]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:582][452]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:607][453]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:630][454]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:656][455]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:687][456]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:712][457]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:742][458]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:770][459]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:796][460]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:820][461]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:844][462]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:869][463]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:898][464]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:925][465]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:954][466]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.29:982][467]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:009][468]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:034][469]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:058][470]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:080][471]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:111][472]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:135][473]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:168][474]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:192][475]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:223][476]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:247][477]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:273][478]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:299][479]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:327][480]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:353][481]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:385][482]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:411][483]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:440][484]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:466][485]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:488][486]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:512][487]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:541][488]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:570][489]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:600][490]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:625][491]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:654][492]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:680][493]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:705][494]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:728][495]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:757][496]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:785][497]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:815][498]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:842][499]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:870][500]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:895][501]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:919][502]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:944][503]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:971][504]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.30:997][505]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:027][506]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:054][507]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:080][508]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:107][509]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:132][510]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:159][511]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:189][512]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:216][513]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:245][514]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:269][515]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:297][516]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:321][517]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:347][518]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:372][519]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:402][520]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:429][521]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:458][522]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:482][523]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:510][524]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:534][525]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:559][526]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:585][527]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:615][528]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:641][529]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:673][530]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:697][531]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:724][532]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:747][533]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:775][534]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:799][535]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:829][536]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:856][537]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:886][538]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:911][539]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:938][540]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:961][541]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.31:988][542]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:013][543]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:041][544]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:069][545]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:099][546]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:125][547]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:152][548]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:175][549]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:200][550]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:226][551]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:254][552]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:280][553]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:311][554]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:337][555]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:365][556]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:390][557]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:413][558]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:437][559]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:466][560]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:490][561]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:521][562]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:547][563]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:576][564]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:599][565]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:623][566]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:647][567]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:677][568]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:703][569]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:733][570]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:759][571]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:788][572]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:814][573]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:841][574]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:866][575]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:895][576]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:921][577]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:954][578]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.32:978][579]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:007][580]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:034][581]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:060][582]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:086][583]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:114][584]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:140][585]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:172][586]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:196][587]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:226][588]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:254][589]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:279][590]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:306][591]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:333][592]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:361][593]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:390][594]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:417][595]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:444][596]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:470][597]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:496][598]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:521][599]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:551][600]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:578][601]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:608][602]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:636][603]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:662][604]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:688][605]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:713][606]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
[2022.11.12-07.45.33:739][607]LogVSAccessor: Warning: Visual Studio is open but could not be queried - it may be blocked by a modal operation
